name,latitude,longitude,time
Williams Opera House,37.679214,-95.457203,1/27/1906
,37.679214,-95.457203,1/28/1906
Williams Opera House,37.679214,-95.457203,1/29/1906
Grand Opera House,37.239749,-96.995592,1/30/1906
Grand Opera House,37.239749,-96.995592,1/31/1906
Grand Opera House,37.239749,-96.995592,2/1/1906
5th Ave Theatre,37.062051,-97.038575,2/2/1906
5th Ave Theatre,37.062051,-97.038575,2/3/1906
,37.062051,-97.038575,2/4/1906
5th Ave Theatre,37.062051,-97.038575,2/5/1906
Baud Aud.,37.224236,-95.708313,2/6/1906
Baud Aud.,37.224236,-95.708313,2/7/1906
Baud Aud.,37.224236,-95.708313,2/8/1906
Opera House,37.011461,-95.935258,2/9/1906
Opera House,37.011461,-95.935258,2/10/1906
,37.224236,-95.708313,2/11/1906
,37.224236,-95.708313,2/12/1906
Opera House,37.075895,-94.639671,2/13/1906
Opera House,37.075895,-94.639671,2/14/1906
Opera House,37.075895,-94.639671,2/15/1906
Opera House,36.883611,-94.876111,2/16/1906
Opera House,36.883611,-94.876111,2/17/1906
,36.883611,-94.876111,2/18/1906
Opera House,36.883611,-94.876111,2/19/1906
Opera House,36.315278,-95.612778,2/20/1906
Opera House,36.315278,-95.612778,2/21/1906
Opera House,36.315278,-95.612778,2/22/1906
Opera House,36.535556,-95.431389,2/23/1906
Opera House,36.535556,-95.431389,2/24/1906
Opera House,36.641111,-95.156667,2/26/1906
Opera House,36.641111,-95.156667,2/27/1906
Opera House,36.641111,-95.156667,2/28/1906
Opera House,37.270344,-95.552479,3/1/1906
Opera House,37.270344,-95.552479,3/2/1906
Opera House,37.270344,-95.552479,3/3/1906
,37.270344,-95.552479,3/4/1906
Aud. Theatre,37.0373,-95.626389,3/5/1906
Aud. Theatre,37.0373,-95.626389,3/6/1906
Aud. Theatre,37.0373,-95.626389,3/7/1906
Opera House,37.12672,-96.186936,3/8/1906
Opera House,37.12672,-96.186936,3/9/1906
Opera House,37.12672,-96.186936,3/10/1906
Opera House,37.267508,-97.399939,3/12/1906
Opera House,37.267508,-97.399939,3/13/1906
Opera House,37.267508,-97.399939,3/14/1906
Opera House,38.060844,-97.929774,3/15/1906
Home Theatre,38.060844,-97.929774,3/16/1906
Opera House,38.060844,-97.929774,3/17/1906
Opera House,38.060844,-97.929774,3/17/1906
,38.060844,-97.929774,3/18/1906
Ragsdale Opera House,38.046917,-97.344724,3/19/1906
Ragsdale Opera House,38.046917,-97.344724,3/20/1906
Ragsdale Opera House,38.046917,-97.344724,3/21/1906
Opera House,38.34501,-98.201727,3/22/1906
Opera House,38.34501,-98.201727,3/23/1906
Opera House,38.34501,-98.201727,3/24/1906
Opera House,38.840281,-97.611424,3/26/1906
Opera House,38.840281,-97.611424,3/27/1906
Opera House,38.840281,-97.611424,3/28/1906
Opera House,39.183608,-96.571669,3/29/1906
Opera House,39.183608,-96.571669,3/30/1906
Wareham Opera House,39.183608,-96.571669,3/31/1906
,39.183608,-96.571669,4/1/1906
Grand Theatre,39.84173,-96.648064,4/2/1906
Opera House,39.84173,-96.648064,4/3/1906
Opera House,39.84173,-96.648064,4/4/1906
High Street Theatre,39.660557,-95.526369,4/5/1906
High Street Theatre,39.660557,-95.526369,4/6/1906
High Street Theatre,39.660557,-95.526369,4/7/1906
Opera House,39.575593,-94.456933,4/9/1906
Opera House,39.575593,-94.456933,4/10/1906
Opera House,39.575593,-94.456933,4/11/1906
Opera House,39.743889,-93.998889,4/12/1906
Opera House,39.743889,-93.998889,4/13/1906
Opera House,39.743889,-93.998889,4/14/1906
,39.743889,-93.998889,4/15/1906
Luella Grand Theatre,39.795295,-93.552436,4/16/1906
Luella Grand Theatre,39.795295,-93.552436,4/17/1906
Luella Grand Theatre,39.795295,-93.552436,4/18/1906
Hubbell Theatre,40.078902,-93.616607,4/19/1906
Hubbell Theatre,40.078902,-93.616607,4/20/1906
Hubbell Theatre,40.078902,-93.616607,4/21/1906
,40.078902,-93.616607,4/22/1906
Opera House,40.400843,-93.580499,4/23/1906
Opera House,40.400843,-93.580499,4/24/1906
Opera House,40.400843,-93.580499,4/25/1906
Opera House,40.73418,-92.874088,4/26/1906
Opera House,40.73418,-92.874088,4/27/1906
Opera House,40.73418,-92.874088,4/28/1906
Opera House,41.316008,-91.734033,4/30/1906
,41.316008,-91.734033,5/1/1906
,41.316008,-91.734033,5/2/1906
,41.316008,-91.734033,5/3/1906
,41.316008,-91.734033,5/4/1906
,41.316008,-91.734033,5/5/1906
,41.316008,-91.734033,5/6/1906
,41.316008,-91.734033,5/7/1906
,41.316008,-91.734033,5/8/1906
,41.316008,-91.734033,5/9/1906
,41.316008,-91.734033,5/10/1906
,41.316008,-91.734033,5/11/1906
Opera House,41.316008,-91.734033,5/12/1906
,41.316008,-91.734033,5/13/1906
Opera House,41.316008,-91.734033,5/14/1906
,41.316008,-91.734033,5/15/1906
Opera House,41.584722,-92.525278,5/18/1906
Opera House,41.584722,-92.525278,5/19/1906
,41.584722,-92.525278,5/20/1906
Opera House,42.742009,-93.202273,5/21/1906
Visiting Opera House,42.833581,-93.222146,5/22/1906
Broadway Theatre,43.648013,-93.368266,5/23/1906
Palace M.H [Movie House],43.668093,-92.97449,5/24/1906
[Med.] Opera House,44.023327,-92.463021,5/25/1906
Opera House,44.017224,-93.588572,5/26/1906
,44.017224,-93.588572,5/27/1906
Opera House,44.294964,-93.268827,5/28/1906
Opera House,43.284081,-92.811162,5/29/1906
Opera House,43.066361,-92.672411,5/30/1906
Opera House,42.962756,-91.808217,5/31/1906
Opera House,42.468598,-91.889339,6/1/1906
Opera House,42.673317,-91.913504,6/2/1906
Opera House,42.725814,-92.475463,6/4/1906
Opera House,42.238275,-91.186943,6/5/1906
Opera House,42.298488,-91.014223,6/6/1906
Opera House,42.108337,-91.285159,6/7/1906
Opera House,41.570023,-91.263769,6/8/1906
Opera House,41.661256,-91.529911,6/9/1906
,41.661256,-91.529911,6/10/1906
Opera House,41.483072,-91.706002,6/11/1906
Opera House,41.465065,-91.837854,6/12/1906
,41.316008,-91.734033,6/13/1906
,41.316008,-91.734033,6/14/1906
,41.316008,-91.734033,6/15/1906
,40.372542,-89.547324,6/17/1906
,40.372542,-89.547324,6/18/1906
,41.875555,-87.624421,6/19/1906
,41.875555,-87.624421,6/20/1906
,41.875555,-87.624421,6/21/1906
,41.875555,-87.624421,6/22/1906
,41.875555,-87.624421,6/23/1906
,41.875555,-87.624421,6/23/1906
,41.875555,-87.624421,6/24/1906
,41.875555,-87.624421,6/25/1906
,41.875555,-87.624421,6/26/1906
,41.875555,-87.624421,6/27/1906
,41.316008,-91.734033,6/29/1906
,41.316008,-91.734033,6/30/1906
,41.316008,-91.734033,7/1/1906
,41.316008,-91.734033,7/2/1906
,41.316008,-91.734033,7/3/1906
,41.172513,-92.308794,7/4/1906
,41.316008,-91.734033,7/6/1906
,41.316008,-91.734033,7/7/1906
,41.316008,-91.734033,7/8/1906
,41.316008,-91.734033,7/9/1906
,41.316008,-91.734033,7/10/1906
,41.316008,-91.734033,7/11/1906
,41.316008,-91.734033,7/12/1906
,41.316008,-91.734033,7/13/1906
,41.147783,-91.661307,7/14/1906
,41.316008,-91.734033,7/15/1906
,41.316008,-91.734033,7/16/1906
,41.316008,-91.734033,7/17/1906
,41.316008,-91.734033,7/18/1906
,41.316008,-91.734033,7/19/1906
Opera House,41.28891,-91.552384,7/20/1906
Opera House,41.215386,-91.538751,7/21/1906
,41.215386,-91.538751,7/22/1906
Tent,41.123083,-91.441268,7/23/1906
Tent,41.123083,-91.441268,7/24/1906
Tent,40.963695,-91.558073,7/25/1906
Tent,40.963695,-91.558073,7/26/1906
Tent,40.963695,-91.558073,7/27/1906
Tent,40.963695,-91.558073,7/28/1906
,40.963695,-91.558073,7/29/1906
Tent,41.008736,-91.962649,7/30/1906
Tent,41.008736,-91.962649,7/31/1906
Tent,41.008736,-91.962649,8/1/1906
Tent,41.174739,-91.819615,8/2/1906
Tent,41.174739,-91.819615,8/3/1906
Tent,41.921673,-93.31227,8/4/1906
,41.921673,-93.31227,8/5/1906
Tent,41.185571,-91.992953,8/6/1906
Tent,41.198372,-92.093089,8/7/1906
,41.178903,-92.251849,8/8/1906
Tent,41.178903,-92.251849,8/9/1906
Tent,41.363902,-91.953786,8/10/1906
Tent,41.363902,-91.953786,8/11/1906
,41.363902,-91.953786,8/12/1906
Tent,41.452232,-92.090456,8/13/1906
,41.513898,-92.076289,8/14/1906
Tent,41.452508,-92.239348,8/15/1906
Tent,41.508337,-92.468242,8/16/1906
Tent,41.580281,-92.374907,8/17/1906
Tent,41.513898,-92.076289,8/18/1906
,41.513898,-92.076289,8/19/1906
Tent,41.437778,-92.171111,8/20/1906
Tent,41.322788,-92.330184,8/21/1906
Tent,41.362512,-92.051011,8/22/1906
Tent,41.338904,-91.817671,8/23/1906
,41.316008,-91.734033,8/24/1906
,41.316008,-91.734033,8/25/1906
,41.316008,-91.734033,8/26/1906
,41.316008,-91.734033,8/27/1906
,41.316008,-91.734033,8/28/1906
Opera House,41.584722,-92.525278,8/29/1906
Colonial Theatre,41.743611,-92.724722,8/30/1906
Oden Theatre,42.044255,-92.912339,8/31/1906
Odeon Theatre,42.044255,-92.912339,9/1/1906
,42.044255,-92.912339,9/2/1906
Opera House,42.056811,-92.543392,9/3/1906
Opera House,42.056811,-92.543392,9/4/1906
Opera House,42.056811,-92.543392,9/5/1906
Opera House,42.02677,-93.617055,9/6/1906
Opera House,42.02677,-93.617055,9/7/1906
Opera House,42.02677,-93.617055,9/8/1906
,42.02677,-93.617055,9/9/1906
,42.312886,-93.578609,9/10/1906
Olympic Opera House,42.742009,-93.202273,9/11/1906
Olympic Opera House,42.742009,-93.202273,9/12/1906
Olympic Opera House,42.742009,-93.202273,9/13/1906
Olympic Opera House,42.742009,-93.202273,9/14/1906
Opera House,42.725814,-92.475463,9/15/1906
,42.725814,-92.475463,9/16/1906
Opera House,42.166244,-92.021343,9/17/1906
Opera House,41.896748,-92.277318,9/18/1906
Opera House,41.896748,-92.277318,9/19/1906
Opera House,41.661256,-91.529911,9/20/1906
Opera House,41.661256,-91.529911,9/21/1906
Greene's Opera House,41.975887,-91.670405,9/22/1906
Greene's Opera House,41.975887,-91.670405,9/23/1906
Opera House,42.238275,-91.186943,9/24/1906
Opera House,42.298488,-91.014223,9/25/1906
Opera House,41.573841,-90.633502,9/26/1906
Opera House,42.962756,-91.808217,9/27/1906
Opera House,43.059141,-92.317677,9/28/1906
Opera House,43.284081,-92.811162,9/29/1906
,43.284081,-92.811162,9/30/1906
Opera House,43.059141,-92.317677,10/1/1906
Opera House,43.059141,-92.317677,10/2/1906
Opera House,43.381357,-92.114055,10/3/1906
Opera House,43.381357,-92.114055,10/4/1906
Opera House,43.381357,-92.114055,10/5/1906
Palace Music Hall,43.668093,-92.97449,10/6/1906
,43.668093,-92.97449,10/7/1906
Met. Opera House,44.083994,-93.226108,10/8/1906
Met. Opera House,44.083994,-93.226108,10/9/1906
Met. Opera House,44.083994,-93.226108,10/10/1906
Opera House,44.28212,-94.451855,10/11/1906
Opera House,44.28212,-94.451855,10/12/1906
Opera House,44.28212,-94.451855,10/13/1906
,44.28212,-94.451855,10/14/1906
Opera House,43.982458,-94.626918,10/15/1906
Opera House,43.982458,-94.626918,10/16/1906
Opera House,43.982458,-94.626918,10/17/1906
Opera House,43.767733,-94.165795,10/18/1906
Opera House,44.017224,-93.588572,10/19/1906
Broadway Theatre,43.648013,-93.368266,10/20/1906
,43.648013,-93.368266,10/21/1906
Opera House,44.294964,-93.268827,10/22/1906
Opera House,44.294964,-93.268827,10/23/1906
,44.023327,-92.463021,10/24/1906
Met. Opera House,44.023327,-92.463021,10/25/1906
Hildreth Opera House,43.066361,-92.672411,10/26/1906
Opera House,42.952754,-92.536296,10/27/1906
,42.952754,-92.536296,10/28/1906
Opera House,42.952754,-92.536296,10/29/1906
Opera House,42.952754,-92.536296,10/30/1906
Wilson Theatre,43.153573,-93.201037,10/31/1906
Wilson Theatre,43.153573,-93.201037,11/1/1906
Opera House,43.097556,-93.801559,11/2/1906
Opera House,43.097556,-93.801559,11/3/1906
Armory Opera House,42.466307,-93.825247,11/5/1906
Opera House,43.069966,-94.233019,11/6/1906
Opera House,43.069966,-94.233019,11/7/1906
Opera House,43.069966,-94.233019,11/8/1906
Opera House,43.097556,-93.801559,11/9/1906
Opera House,43.097556,-93.801559,11/10/1906
Opera House,41.211108,-96.619798,11/12/1906
Opera House,41.211108,-96.619798,11/13/1906
Opera House,41.211108,-96.619798,11/14/1906
Opera House,41.854433,-95.600559,11/15/1906
Opera House,41.7372,-95.701287,11/16/1906
Opera House,41.7372,-95.701287,11/17/1906
,41.7372,-95.701287,11/18/1906
Opera House,41.643046,-95.788897,11/19/1906
Opera House,41.643046,-95.788897,11/20/1906
Opera House,41.643046,-95.788897,11/21/1906
Opera House,41.252791,-97.130037,11/22/1906
Opera House,41.252791,-97.130037,11/23/1906
Opera House,41.252791,-97.130037,11/24/1906
,41.252791,-97.130037,11/25/1906
Paddock Opera House,40.266429,-96.747369,11/26/1906
Paddock Opera House,40.266429,-96.747369,11/27/1906
Opera House,40.137225,-97.180591,11/28/1906
Opera House,40.137225,-97.180591,11/29/1906
Opera House,40.137225,-97.180591,11/30/1906
Opera House,39.824667,-97.632555,12/1/1906
,39.824667,-97.632555,12/2/1906
Opera House,39.824667,-97.632555,12/3/1906
Opera House,39.824667,-97.632555,12/4/1906
Opera House,39.183608,-96.571669,12/5/1906
Opera House,39.183608,-96.571669,12/6/1906
Opera House,39.183608,-96.571669,12/7/1906
Opera House,39.121945,-97.706703,12/8/1906
,39.121945,-97.706703,12/9/1906
Opera House,38.840281,-97.611424,12/10/1906
Opera House,38.840281,-97.611424,12/11/1906
Opera House,38.840281,-97.611424,12/12/1906
,38.060844,-97.929774,12/13/1906
,38.060844,-97.929774,12/14/1906
,38.060844,-97.929774,12/15/1906
,38.060844,-97.929774,12/16/1906
Home Theatre,38.060844,-97.929774,12/17/1906
Opera House,37.267508,-97.399939,12/18/1906
Opera House,37.267508,-97.399939,12/19/1906
Grand Opera House,37.239749,-96.995592,12/20/1906
Grand Opera House,37.239749,-96.995592,12/21/1906
,37.224236,-95.708313,12/22/1906
,37.224236,-95.708313,12/23/1906
Band Aud.,37.224236,-95.708313,12/24/1906
Band Aud.,37.224236,-95.708313,12/25/1906
,37.224236,-95.708313,12/26/1906
,37.062051,-97.038575,12/27/1906
5th Ave Theatre,37.062051,-97.038575,12/28/1906
5th Ave Theatre,37.062051,-97.038575,12/29/1906
,37.062051,-97.038575,12/30/1906
Opera House,36.882365,-97.053678,12/31/1906
Opera House,36.882365,-97.053678,1/1/1907
Opera House,36.882365,-97.053678,1/2/1907
Opera House,36.289486,-97.288098,1/3/1907
Opera House,36.289486,-97.288098,1/4/1907
Opera House,36.289486,-97.288098,1/5/1907
,35.472989,-97.517054,1/6/1907
Opera House,35.013683,-97.361139,1/7/1907
Opera House,35.013683,-97.361139,1/8/1907
Opera House,35.013683,-97.361139,1/9/1907
Opera House,35.222572,-97.439482,1/10/1907
Opera House,35.222572,-97.439482,1/11/1907
Opera House,35.222572,-97.439482,1/12/1907
,35.222572,-97.439482,1/13/1907
Opera House,34.774338,-96.678365,1/14/1907
Opera House,34.774338,-96.678365,1/15/1907
Opera House,34.774338,-96.678365,1/16/1907
Opera House,34.507867,-96.96835,1/17/1907
Opera House,34.507867,-96.96835,1/18/1907
Opera House,34.507867,-96.96835,1/19/1907
,34.507867,-96.96835,1/20/1907
Opera House,34.538148,-96.218609,1/21/1907
Opera House,34.538148,-96.218609,1/22/1907
Opera House,34.538148,-96.218609,1/23/1907
Opera House,33.625941,-97.133345,1/24/1907
Opera House,33.625941,-97.133345,1/25/1907
Opera House,33.625941,-97.133345,1/26/1907
,33.625941,-97.133345,1/27/1907
Opera House,33.183879,-97.141342,1/28/1907
Opera House,33.183879,-97.141342,1/29/1907
Opera House,33.183879,-97.141342,1/30/1907
Opera House,33.19765,-96.615447,1/31/1907
Opera House,33.19765,-96.615447,2/1/1907
Opera House,33.19765,-96.615447,2/2/1907
Opera House,32.589366,-96.30866,2/4/1907
Opera House,32.589366,-96.30866,2/5/1907
Opera House,32.589366,-96.30866,2/6/1907
Opera House,32.386531,-96.848331,2/7/1907
Opera House,32.386531,-96.848331,2/8/1907
Opera House,32.386531,-96.848331,2/9/1907
Opera House,32.386531,-96.848331,2/9/1907
,32.386531,-96.848331,2/10/1907
Opera House,32.010989,-97.130006,2/11/1907
Opera House,32.010989,-97.130006,2/12/1907
,32.010989,-97.130006,2/13/1907
Opera House,32.010989,-97.130006,2/13/1907
Opera House,31.67989,-96.482203,2/14/1907
Opera House,31.67989,-96.482203,2/15/1907
Opera House,31.67989,-96.482203,2/16/1907
,31.67989,-96.482203,2/17/1907
Masonic Hall,30.88438,-96.597194,2/18/1907
Masonic Hall,30.88438,-96.597194,2/19/1907
Masonic Hall,30.88438,-96.597194,2/20/1907
Opera House,30.658088,-96.352777,2/21/1907
Opera House,30.658088,-96.352777,2/22/1907
,30.658088,-96.352777,2/23/1907
Opera House,30.658088,-96.352777,2/23/1907
,30.271129,-97.743699,2/25/1907
,29.416667,-98.5,2/26/1907
,29.416667,-98.5,2/27/1907
Opera House,30.166883,-96.397744,2/28/1907
Opera House,30.166883,-96.397744,3/1/1907
,30.166883,-96.397744,3/2/1907
Opera House,30.166883,-96.397744,3/2/1907
,30.166883,-96.397744,3/3/1907
Opera House,29.423847,-95.244101,3/4/1907
Opera House,29.423847,-95.244101,3/5/1907
Opera House,29.423847,-95.244101,3/6/1907
,29.423847,-95.244101,3/7/1907
Opera House,29.423847,-95.244101,3/8/1907
,29.423847,-95.244101,3/9/1907
Opera House,29.311637,-96.102737,3/11/1907
Opera House,29.311637,-96.102737,3/12/1907
Opera House,29.311637,-96.102737,3/13/1907
Opera House,29.589684,-96.333577,3/14/1907
Opera House,29.589684,-96.333577,3/15/1907
Opera House,29.589684,-96.333577,3/16/1907
,29.423847,-95.244101,3/19/1907
,29.423847,-95.244101,3/20/1907
,29.423847,-95.244101,3/21/1907
,29.299328,-94.794588,3/22/1907
,29.299328,-94.794588,3/23/1907
,29.299328,-94.794588,3/24/1907
,29.423847,-95.244101,3/25/1907
,29.423847,-95.244101,3/26/1907
,34.497222,-93.055278,3/28/1907
,38.633772,-90.241655,3/30/1907
,39.935602,-91.409873,3/31/1907
,41.316008,-91.734033,4/2/1907
,41.316008,-91.734033,4/3/1907
,41.316008,-91.734033,4/4/1907
,41.316008,-91.734033,4/5/1907
,41.316008,-91.734033,4/6/1907
,41.316008,-91.734033,4/7/1907
,41.316008,-91.734033,4/8/1907
,41.316008,-91.734033,4/9/1907
,41.316008,-91.734033,4/10/1907
,41.316008,-91.734033,4/11/1907
,41.316008,-91.734033,4/12/1907
,41.316008,-91.734033,4/13/1907
,41.316008,-91.734033,4/14/1907
,41.875555,-87.624421,4/17/1907
,41.875555,-87.624421,4/18/1907
,41.875555,-87.624421,4/19/1907
,41.875555,-87.624421,4/20/1907
,40.807539,-91.112923,4/22/1907
,41.316008,-91.734033,4/23/1907
,41.316008,-91.734033,4/24/1907
,41.316008,-91.734033,4/25/1907
,41.316008,-91.734033,4/26/1907
,41.316008,-91.734033,4/27/1907
,41.316008,-91.734033,4/28/1907
,41.316008,-91.734033,4/29/1907
,41.316008,-91.734033,4/30/1907
,41.316008,-91.734033,5/1/1907
,41.316008,-91.734033,5/2/1907
,41.316008,-91.734033,5/3/1907
,41.316008,-91.734033,5/4/1907
,41.316008,-91.734033,5/5/1907
,41.316008,-91.734033,5/6/1907
,41.316008,-91.734033,5/7/1907
,41.316008,-91.734033,5/8/1907
,41.316008,-91.734033,5/9/1907
,41.316008,-91.734033,5/10/1907
,41.316008,-91.734033,5/11/1907
,41.316008,-91.734033,5/12/1907
,41.316008,-91.734033,5/13/1907
,41.316008,-91.734033,5/14/1907
,41.316008,-91.734033,5/15/1907
,41.316008,-91.734033,5/16/1907
,41.316008,-91.734033,5/17/1907
,41.316008,-91.734033,5/18/1907
,41.316008,-91.734033,5/19/1907
,41.316008,-91.734033,5/20/1907
,41.316008,-91.734033,5/21/1907
,41.316008,-91.734033,5/22/1907
,41.316008,-91.734033,5/23/1907
,41.316008,-91.734033,5/24/1907
Opera House,41.147783,-91.661307,5/25/1907
,41.316008,-91.734033,5/26/1907
,41.316008,-91.734033,5/27/1907
,41.316008,-91.734033,5/28/1907
,41.316008,-91.734033,5/29/1907
,41.316008,-91.734033,5/30/1907
,41.316008,-91.734033,5/31/1907
,41.28891,-91.552384,6/1/1907
,41.316008,-91.734033,6/2/1907
,41.316008,-91.734033,6/3/1907
,41.316008,-91.734033,6/4/1907
,41.316008,-91.734033,6/5/1907
,41.316008,-91.734033,6/6/1907
,41.316008,-91.734033,6/7/1907
Opera House,41.465065,-91.837854,6/8/1907
,41.316008,-91.734033,6/9/1907
,41.316008,-91.734033,6/10/1907
,41.316008,-91.734033,6/11/1907
,41.316008,-91.734033,6/12/1907
,41.316008,-91.734033,6/13/1907
,41.316008,-91.734033,6/14/1907
Opera House,41.483072,-91.706002,6/15/1907
,41.316008,-91.734033,6/16/1907
,41.316008,-91.734033,6/17/1907
,41.316008,-91.734033,6/18/1907
,41.316008,-91.734033,6/19/1907
,41.316008,-91.734033,6/20/1907
,41.316008,-91.734033,6/21/1907
Church,41.328077,-91.536828,6/22/1907
,41.316008,-91.734033,6/23/1907
,41.316008,-91.734033,6/23/1907
,41.316008,-91.734033,6/24/1907
,41.316008,-91.734033,6/25/1907
,41.316008,-91.734033,6/26/1907
,41.316008,-91.734033,6/27/1907
,41.316008,-91.734033,6/28/1907
,41.316008,-91.734033,6/29/1907
,41.316008,-91.734033,6/30/1907
,41.316008,-91.734033,7/1/1907
,41.316008,-91.734033,7/2/1907
,42.422203,-94.989711,7/4/1907
,42.422203,-94.989711,7/5/1907
,41.591064,-93.603715,7/6/1907
,41.316008,-91.734033,7/7/1907
,41.316008,-91.734033,7/8/1907
,40.17396,-80.246171,7/11/1907
,40.441694,-79.990086,7/12/1907
,39.952399,-75.16359,7/14/1907
,39.952399,-75.16359,7/15/1907
,40.730646,-73.986614,7/16/1907
,40.730646,-73.986614,7/17/1907
,40.730646,-73.986614,7/18/1907
,39.290882,-76.610759,7/19/1907
,38.894955,-77.036646,7/21/1907
,38.894955,-77.036646,7/22/1907
,37.538509,-77.43428,7/24/1907
,36.888993,-76.248162,7/25/1907
,36.888993,-76.248162,7/26/1907
,36.888993,-76.248162,7/27/1907
,36.888993,-76.248162,7/29/1907
,40.441694,-79.990086,7/31/1907
,40.441694,-79.990086,8/1/1907
,41.875555,-87.624421,8/2/1907
,41.875555,-87.624421,8/3/1907
,41.316008,-91.734033,8/4/1907
,41.316008,-91.734033,8/5/1907
,41.316008,-91.734033,8/6/1907
,41.316008,-91.734033,8/7/1907
,41.316008,-91.734033,8/8/1907
,41.316008,-91.734033,8/9/1907
,41.316008,-91.734033,8/10/1907
,41.316008,-91.734033,8/11/1907
,41.316008,-91.734033,8/12/1907
,41.316008,-91.734033,8/13/1907
,41.316008,-91.734033,8/14/1907
,41.316008,-91.734033,8/15/1907
,41.316008,-91.734033,8/16/1907
,41.316008,-91.734033,8/17/1907
,41.316008,-91.734033,8/18/1907
,41.316008,-91.734033,8/19/1907
,41.2625,-89.228056,8/22/1907
,41.2625,-89.228056,8/23/1907
,41.316008,-91.734033,8/24/1907
,41.316008,-91.734033,8/25/1907
,41.316008,-91.734033,8/26/1907
,41.316008,-91.734033,8/27/1907
,41.316008,-91.734033,8/28/1907
,41.316008,-91.734033,8/29/1907
,41.316008,-91.734033,8/30/1907
Tent,41.215386,-91.538751,8/31/1907
,41.215386,-91.538751,9/1/1907
Tent,41.28891,-91.552384,9/2/1907
Tent,41.481944,-91.576667,9/3/1907
Tent,41.481944,-91.576667,9/4/1907
Tent,41.481944,-91.576667,9/5/1907
Tent,41.452232,-92.090456,9/6/1907
,41.513898,-92.076289,9/7/1907
,41.513898,-92.076289,9/8/1907
Tent,41.513898,-92.076289,9/9/1907
Tent,41.178903,-92.251849,9/10/1907
Tent,41.198372,-92.093089,9/11/1907
Tent,41.185571,-91.992953,9/12/1907
Tent,41.363902,-91.953786,9/13/1907
Tent,41.363902,-91.953786,9/14/1907
,41.363902,-91.953786,9/15/1907
Tent,41.338904,-91.817671,9/16/1907
Tent,41.362512,-92.051011,9/17/1907
Tent,41.322788,-92.330184,9/18/1907
Tent,41.452232,-92.090456,9/19/1907
Tent,41.513898,-92.076289,9/20/1907
Tent,41.363902,-91.953786,9/21/1907
,41.363902,-91.953786,9/22/1907
Tent,41.338904,-91.817671,9/23/1907
,41.316008,-91.734033,9/24/1907
,41.316008,-91.734033,9/25/1907
,41.316008,-91.734033,9/26/1907
,40.372542,-89.547324,9/28/1907
,40.372542,-89.547324,9/29/1907
,41.875555,-87.624421,9/30/1907
,41.875555,-87.624421,10/1/1907
,41.875555,-87.624421,10/2/1907
,41.875555,-87.624421,10/3/1907
Opera House,41.316008,-91.734033,10/5/1907
,41.316008,-91.734033,10/6/1907
,41.316008,-91.734033,10/7/1907
,41.316008,-91.734033,10/8/1907
,41.316008,-91.734033,10/9/1907
,41.316008,-91.734033,10/10/1907
Opera House,41.465065,-91.837854,10/11/1907
Opera House,41.465065,-91.837854,10/12/1907
,41.661228,-92.009506,10/13/1907
Opera House,41.661228,-92.009506,10/14/1907
Opera House,41.580281,-92.374907,10/15/1907
Opera House,41.580281,-92.374907,10/16/1907
A. Opera House,41.584722,-92.525278,10/17/1907
A. Opera House,41.584722,-92.525278,10/18/1907
Opera House,41.743055,-92.722421,10/19/1907
,41.743055,-92.722421,10/20/1907
Opera House,41.743055,-92.722421,10/21/1907
Opera House,42.022765,-93.452434,10/22/1907
Opera House,42.022765,-93.452434,10/23/1907
Arie Opera House,42.059705,-93.880227,10/24/1907
Armory Opera House,42.466307,-93.825247,10/25/1907
Armory Opera House,42.466307,-93.825247,10/26/1907
,42.466307,-93.825247,10/27/1907
Met. Opera House,42.521002,-93.26367,10/28/1907
Met. Opera House,42.521002,-93.26367,10/29/1907
Opera House,42.731339,-93.732208,10/30/1907
Opera House,42.893517,-93.215192,10/31/1907
Opera House,42.742009,-93.202273,11/1/1907
Olympic Opera House,42.742009,-93.202273,11/2/1907
,42.833581,-93.222146,11/3/1907
Opera House,43.097556,-93.801559,11/4/1907
Opera House,43.097556,-93.801559,11/5/1907
Opera House,43.097556,-93.801559,11/6/1907
Opera House,43.401626,-94.832764,11/7/1907
Opera House,43.401626,-94.832764,11/8/1907
Opera House,43.401626,-94.832764,11/9/1907
,43.401626,-94.832764,11/10/1907
Opera House,43.652178,-94.461083,11/11/1907
Opera House,43.652178,-94.461083,11/12/1907
Opera House,43.652178,-94.461083,11/13/1907
Broadway Theatre,43.648013,-93.368266,11/14/1907
Met. Opera House,44.083994,-93.226108,11/15/1907
Opera House,44.294964,-93.268827,11/16/1907
,44.083994,-93.226108,11/17/1907
Opera House,44.28212,-94.451855,11/18/1907
Opera House,43.982458,-94.626918,11/19/1907
Opera House,43.982458,-94.626918,11/20/1907
Opera House,43.746066,-93.728836,11/21/1907
Opera House,43.746066,-93.728836,11/22/1907
Opera House,44.017224,-93.588572,11/23/1907
,44.017224,-93.588572,11/24/1907
Opera House,44.017224,-93.588572,11/25/1907
Opera House,44.023327,-92.463021,11/26/1907
Opera House,44.023327,-92.463021,11/27/1907
Opera House,43.284081,-92.811162,11/28/1907
Opera House,43.284081,-92.811162,11/29/1907
[Aldreth] Opera House,43.066361,-92.672411,11/30/1907
,43.066361,-92.672411,12/1/1907
Opera House,42.965255,-92.19962,12/2/1907
Gedney Opera House,42.468598,-91.889339,12/3/1907
